mag_u,mag_g,mag_r,mag_i,mag_z,redshift
25.948,22.371,20.579,19.794,19.452,0.4502
24.727,22.168,20.710,19.748,19.217,0.5483
23.370,22.091,20.329,19.451,18.973,0.5542
21.782,21.671,20.433,19.444,19.016,0.6196
24.635,21.886,20.342,19.581,19.261,0.4003
23.997,21.969,20.349,19.447,19.044,0.5162
24.537,22.139,20.521,19.492,18.973,0.5531
23.909,22.304,20.787,19.554,18.963,0.6893
22.635,21.829,20.599,19.477,19.075,0.6145
24.269,21.771,20.327,19.354,19.070,0.4710
24.451,21.599,19.932,19.081,18.609,0.4727
24.227,22.576,20.927,19.917,19.350,0.5326
22.082,23.064,21.244,19.868,19.144,0.7760
22.197,21.864,20.737,19.829,19.226,0.4752
23.499,21.902,20.362,19.456,19.009,0.5469
24.204,23.887,21.526,20.325,19.930,0.7350
24.562,21.998,20.231,19.420,18.925,0.4325
23.708,22.304,20.778,19.791,19.392,0.5446
24.572,21.809,20.603,19.750,19.413,0.5737
24.971,22.126,20.450,19.688,19.555,0.4511
25.861,23.390,21.034,19.816,19.471,0.6694
23.397,21.170,19.565,18.640,18.224,0.5457
23.818,22.003,20.484,19.621,19.186,0.5513
23.099,22.181,20.565,19.487,18.907,0.5649
22.469,21.589,19.814,18.774,18.210,0.5607
24.905,22.894,20.994,19.882,19.503,0.5142
25.733,22.428,20.933,19.813,19.354,0.6341
25.037,21.953,20.449,19.659,19.337,0.3765
23.446,22.050,20.581,19.463,19.084,0.6599
24.152,22.259,20.488,19.622,19.122,0.5645
23.470,22.451,20.587,19.630,19.139,0.5134
23.435,21.353,19.848,18.992,18.522,0.5503
23.696,21.022,19.373,18.595,18.133,0.3792
22.988,21.701,20.283,19.406,18.845,0.5648
22.767,22.065,19.763,18.856,18.594,0.5365
25.690,22.545,21.512,19.925,18.959,0.0003
25.610,22.640,20.917,19.809,19.268,0.5134
21.769,20.976,19.441,18.428,17.929,0.5131
22.384,22.142,20.429,19.436,19.007,0.0001
22.293,21.360,19.825,18.868,18.464,0.3793
23.177,21.975,20.260,19.454,18.960,0.4906
25.143,22.559,20.781,19.928,19.373,0.4975
26.402,21.091,19.551,18.438,18.050,0.5808
24.321,22.790,21.197,19.990,19.472,0.5885
21.904,21.805,20.131,19.370,19.023,0.4755
23.058,23.590,21.101,19.836,19.540,0.6590
25.721,21.886,20.424,19.450,18.892,0.5296
24.928,21.971,20.375,19.340,19.025,0.5704
23.894,21.522,19.988,19.145,18.707,0.4702
23.075,21.635,20.336,19.519,18.834,0.5742
23.538,22.123,20.723,19.785,19.141,0.5655
24.340,22.705,20.683,19.683,19.287,0.5182
24.812,22.001,20.373,19.625,19.361,0.4671
24.404,22.949,21.065,20.037,19.682,0.6473
23.355,21.404,19.387,18.559,18.191,0.4664
22.898,22.189,20.610,19.854,19.724,0.4893
25.243,22.617,20.798,19.629,19.107,0.6853
22.826,22.356,20.585,19.666,19.092,0.5290
25.537,22.082,20.457,19.356,18.947,0.5711
24.617,23.946,21.581,20.208,19.786,0.6532
21.942,21.109,19.561,18.623,18.237,0.5278
23.250,22.268,20.298,19.317,18.773,0.5125
21.880,22.041,20.528,19.671,19.175,0.5095
21.931,21.703,19.979,19.002,18.558,0.4761
24.435,22.261,20.966,19.671,19.199,0.5873
23.078,21.352,19.613,18.751,18.271,0.4705
23.754,21.852,20.295,19.220,18.765,0.5728
23.858,21.870,20.476,19.720,19.420,0.4536
23.992,22.015,20.380,19.513,19.002,0.4970
23.978,22.319,20.801,19.653,19.151,0.6478
24.516,22.571,20.639,19.371,18.862,0.6454
22.189,22.272,20.458,19.422,18.681,0.5694
24.892,21.787,20.068,19.075,18.742,0.5123
24.198,22.309,20.791,19.779,19.291,0.5221
22.169,21.175,19.508,18.597,17.920,0.5778
21.517,22.228,20.328,19.095,18.633,0.6511
23.364,22.261,21.127,19.968,19.394,0.6454
25.041,22.384,20.638,19.578,19.241,0.6518
21.367,21.550,20.730,19.860,19.513,0.7185
24.909,22.690,21.275,20.095,19.669,0.5472
22.617,21.861,20.414,19.674,19.209,0.4875
24.524,21.914,20.240,19.483,19.178,0.4193
24.166,22.687,20.973,19.718,19.033,0.7204
24.607,22.153,20.222,19.317,18.948,0.5299
25.847,22.396,20.503,19.493,18.874,0.5274
22.405,22.070,20.573,19.829,19.478,0.4763
23.069,22.167,20.935,20.137,19.621,0.6691
22.527,22.289,20.794,19.903,19.428,0.5554
25.841,22.656,21.162,20.009,19.283,0.6033
23.009,23.198,20.961,19.922,19.251,0.6339
23.175,22.312,20.589,19.595,19.197,0.5239
22.560,22.000,20.145,19.065,18.671,0.5729
26.165,22.134,20.388,19.509,19.076,0.5801
24.784,22.134,20.622,19.479,19.106,0.5255
22.938,21.787,20.059,19.288,18.765,0.4886
23.516,21.532,19.795,18.969,18.546,0.4697
22.899,21.635,20.092,19.233,19.088,0.6398
22.544,21.774,20.643,19.678,19.581,0.6946
25.340,22.676,20.673,19.628,19.090,0.5729
22.680,21.794,20.193,19.385,19.071,0.4630
23.091,22.598,20.877,20.004,19.702,0.5847
26.068,21.974,20.278,19.377,19.033,0.5288
24.699,22.276,21.080,19.914,19.334,0.7029
23.256,21.981,20.194,19.282,18.857,0.5448
25.254,21.990,20.268,19.352,18.844,0.4466
24.222,22.345,20.742,19.928,19.396,0.5189
23.432,22.006,20.608,19.874,19.596,0.4010
23.565,22.222,20.693,19.749,19.416,0.4877
24.383,22.551,21.010,19.711,19.238,0.6982
24.237,21.958,20.190,19.075,18.685,0.5498
25.941,22.362,20.850,19.927,19.481,0.5202
23.045,21.351,20.260,19.320,19.047,0.5963
22.106,21.946,20.622,19.599,19.403,0.6066
22.789,21.845,20.134,19.178,18.669,0.5291
23.698,22.682,21.017,19.810,19.352,0.6474
23.743,21.429,19.641,18.814,18.390,0.4683
23.282,22.209,20.744,20.011,19.839,0.4245
22.736,21.093,19.621,18.686,18.178,0.5255
22.661,21.763,20.381,19.552,18.934,0.5092
23.621,22.206,20.541,19.647,19.325,0.5451
22.129,20.859,19.070,18.283,17.816,0.4457
25.387,22.668,20.877,19.835,19.379,0.6382
23.742,22.273,20.555,19.688,19.227,0.4937
24.806,22.464,20.761,19.761,19.448,0.5519
24.742,22.185,21.072,20.134,19.703,0.6642
22.641,22.070,20.426,19.632,19.107,0.4740
25.267,21.956,20.495,19.511,19.094,0.5401
23.290,22.409,20.453,19.627,19.070,0.4953
23.492,22.373,20.263,19.338,19.091,0.5436
25.619,22.877,20.823,19.894,19.461,0.5266
24.304,22.371,20.553,19.562,19.008,0.5360
22.569,21.678,20.181,19.452,19.153,0.6336
23.640,22.509,20.623,19.767,19.606,0.5002
24.543,22.253,20.381,19.168,18.591,0.6317
22.686,21.870,20.288,19.420,18.906,0.4906
22.650,21.741,20.347,19.585,19.144,0.5282
25.560,22.474,20.691,19.612,19.143,0.5519
23.248,21.518,20.076,19.329,19.018,0.3529
24.600,22.997,20.890,19.584,19.254,0.6361
22.076,21.984,21.150,20.112,19.921,0.6368
22.230,21.269,19.773,19.007,18.496,0.4757
22.208,22.018,20.473,19.425,19.072,0.5267
22.525,22.486,20.790,19.860,19.566,0.4878
24.249,22.068,20.552,19.509,19.250,0.5797
24.620,21.401,19.771,18.923,18.470,0.4755
25.459,22.134,20.490,19.704,19.503,0.4562
22.015,21.470,20.123,19.320,18.881,0.5764
22.529,22.157,21.032,19.961,19.904,0.6759
22.544,21.874,20.723,19.852,19.675,0.6478
22.896,22.139,20.695,19.536,19.101,0.6374
23.475,21.893,20.628,19.744,19.515,0.4726
25.976,22.396,20.587,19.814,19.485,0.3747
24.342,22.505,20.937,19.758,19.247,0.5829
22.365,21.264,19.898,18.816,18.409,0.4756
24.119,22.169,20.716,19.792,19.440,0.5253
23.329,22.440,21.024,20.236,19.660,0.5660
22.955,21.973,20.243,19.409,18.905,0.4745
24.776,21.961,20.048,19.239,18.789,0.4896
22.278,21.892,20.684,19.689,19.334,0.6515
23.414,22.468,20.697,19.286,18.738,0.6505
23.334,22.911,20.948,19.853,19.491,0.6390
23.432,22.211,20.548,19.690,19.215,0.4896
22.572,22.062,20.227,19.400,18.815,0.4843
25.140,21.910,20.139,19.365,18.823,0.4189
23.210,22.128,20.520,19.693,19.204,0.4983
23.340,21.711,19.904,19.092,18.704,0.4895
22.855,22.223,20.932,19.848,19.585,0.5273
24.059,23.119,21.304,20.154,19.960,0.6509
24.662,22.001,20.457,19.615,19.030,0.5791
22.459,22.190,20.568,19.372,19.056,0.7068
23.640,22.034,20.432,19.568,19.202,0.4821
22.873,22.083,20.324,19.542,19.234,0.4891
25.219,22.096,20.498,19.682,19.305,0.4174
23.147,21.827,20.416,19.667,19.353,0.5400
25.227,21.854,20.090,19.206,18.812,0.4902
23.464,22.411,20.455,19.339,18.963,0.5839
21.926,21.377,19.673,18.861,18.181,0.4777
23.319,21.414,19.960,19.198,18.703,0.4272
23.500,22.402,20.621,19.797,19.315,0.5593
24.803,23.480,21.071,19.769,19.099,0.6512
23.885,22.175,20.609,19.654,19.275,0.4939
23.603,22.488,20.830,19.944,19.709,0.4266
24.457,21.857,20.275,19.502,19.015,0.4114
22.694,22.345,20.360,19.515,19.214,0.4888
23.898,22.073,20.528,19.664,19.298,0.4893
24.197,22.483,20.928,19.814,19.312,0.5802
23.710,22.104,20.427,19.601,19.170,0.5228
23.135,21.861,20.458,19.732,19.392,0.4668
23.988,21.972,20.673,19.818,19.337,0.0014
21.793,21.717,20.229,19.233,18.595,0.5293
23.963,22.083,20.387,19.541,19.140,0.4825
24.997,22.616,20.674,19.574,19.152,0.5674
22.289,21.908,20.365,19.441,19.082,0.5422
22.843,22.631,20.440,19.521,19.244,0.5114
24.151,22.238,20.790,19.917,19.419,0.5309
22.567,22.077,20.518,19.386,18.871,0.6280
24.150,22.655,20.444,19.465,19.164,0.4808
25.464,21.709,20.264,19.342,18.754,0.5310
25.129,21.937,20.305,19.403,18.826,0.5281
22.623,21.484,19.972,19.198,18.781,0.4824
23.245,21.977,20.142,19.195,18.718,0.4977
24.271,22.204,20.628,19.761,19.127,0.5222
26.648,21.726,20.127,19.299,18.811,0.4987
23.979,21.701,19.992,19.022,18.434,0.5311
22.470,21.572,19.750,18.813,18.283,0.4948
23.085,22.381,20.475,19.700,19.360,0.4205
24.145,21.997,20.909,19.908,19.743,0.4801
25.839,20.918,19.252,18.334,17.916,0.4964
25.256,21.910,20.589,19.670,19.287,0.5268
24.575,23.083,20.771,19.753,19.408,0.4938
23.075,22.119,20.379,19.280,18.782,0.5933
23.889,21.572,19.959,19.082,18.880,0.4810
21.999,21.645,20.411,19.346,18.941,0.6931
22.186,22.672,20.867,19.770,19.333,0.5588
23.261,21.614,19.976,19.079,18.639,0.5361
22.948,22.069,20.607,19.494,19.073,0.6933
24.138,21.492,19.956,18.911,18.393,0.5353
22.939,22.510,20.648,19.870,19.518,0.4715
23.931,21.801,20.354,19.418,18.861,0.5687
23.999,22.252,20.739,19.906,19.398,0.4940
23.721,22.079,20.085,19.149,18.740,0.5223
23.295,22.053,20.664,19.656,19.339,0.5360
23.923,21.240,19.647,18.896,18.459,0.4260
23.674,22.293,20.589,19.731,19.271,0.5326
24.464,22.147,20.223,19.395,19.090,0.4929
22.792,22.329,20.681,19.799,19.443,0.5256
26.082,21.956,20.146,19.151,18.820,0.5251
22.078,21.651,20.581,19.266,18.699,0.5929
23.724,22.158,20.280,19.291,18.773,0.5343
25.106,22.263,20.581,19.707,19.269,0.5052
25.853,21.492,19.850,18.987,18.522,0.4967
23.509,21.164,19.679,18.902,18.496,0.4827
24.932,22.148,20.686,19.795,19.429,0.5240
23.612,21.479,20.005,19.250,18.850,0.4811
24.374,21.905,20.341,19.504,19.226,0.5056
22.344,21.823,20.333,19.531,19.078,0.5343
26.387,22.045,20.254,19.343,19.040,0.5280
24.217,22.024,20.493,19.408,18.945,0.5348
23.532,22.080,20.539,19.371,19.028,0.5574
23.695,22.970,20.392,19.256,18.878,0.5210
23.697,22.183,20.598,19.674,19.312,0.5194
23.424,22.896,21.222,20.112,19.767,0.5342
23.793,21.809,20.232,19.479,19.216,0.4258
24.083,21.920,20.498,19.540,19.131,0.6414
26.012,22.327,20.739,19.454,18.816,0.6846
22.721,21.202,19.513,18.467,18.078,0.5198
23.548,22.410,20.673,19.727,19.200,0.4870
25.101,21.870,20.324,19.424,19.015,0.5388
25.789,22.325,20.701,19.564,19.086,0.5863
24.281,21.729,20.159,19.129,18.633,0.0011
24.327,22.945,21.153,20.056,19.490,0.5846
24.521,22.641,21.111,19.796,19.190,0.6313
22.842,22.307,20.556,19.707,19.233,0.5082
23.558,21.702,20.178,19.340,18.937,0.4639
24.867,21.228,19.431,18.475,18.130,0.5083
23.346,21.884,20.297,19.349,19.098,0.5117
24.674,22.319,21.010,19.645,19.288,0.6647
22.902,22.419,20.572,19.755,19.409,0.4926
24.042,22.521,20.539,19.595,19.143,0.5092
22.476,21.902,20.701,19.771,19.337,0.4815
24.526,21.662,20.035,19.268,19.029,0.4725
23.805,22.075,20.474,19.563,19.088,0.4699
23.938,22.795,21.144,19.855,19.266,0.6385
22.639,22.065,20.601,19.604,19.025,0.5398
24.932,22.128,20.633,19.715,19.383,0.4701
24.617,23.529,21.086,19.931,19.365,0.6323
23.583,22.308,20.703,19.514,19.163,0.5865
24.800,22.219,20.732,19.877,19.235,0.5023
24.193,21.476,20.049,19.132,18.744,0.5062
25.953,22.332,20.785,19.736,19.101,0.5363
23.266,21.885,20.114,19.069,18.677,0.5340
23.466,22.098,20.462,19.672,19.225,0.4666
24.570,22.291,20.772,19.877,19.405,0.5180
23.228,22.106,20.541,19.792,19.304,0.3158
22.661,22.063,20.688,19.961,19.511,0.5085
23.622,21.821,20.153,19.171,18.693,0.5388
25.359,21.918,20.482,19.583,19.312,0.5875
23.208,21.801,20.087,19.151,18.604,0.5332
22.213,21.936,20.418,19.531,19.016,0.5092
24.077,21.734,20.233,19.233,18.656,0.6076
24.714,22.020,20.363,19.486,18.993,0.4633
23.314,21.903,20.175,19.305,18.925,0.4699
23.721,22.017,20.629,19.749,19.387,0.4624
23.605,22.615,21.222,19.766,19.431,0.4612
22.542,22.611,21.094,19.910,19.380,0.5856
25.964,22.302,20.692,19.746,19.197,0.5195
23.912,22.705,21.016,19.839,19.505,0.5995
26.058,22.159,20.473,19.314,19.049,0.5584
23.119,22.533,20.444,19.455,18.997,0.5864
24.102,22.146,20.462,19.434,18.891,0.5117
24.096,21.663,19.994,19.060,18.572,0.4918
24.990,21.888,20.386,19.473,19.046,0.4672
24.496,22.147,20.341,19.344,18.890,0.5209
25.186,21.467,19.858,18.920,18.503,0.5125
22.520,22.999,21.598,20.634,19.975,0.5979
22.762,21.447,20.027,19.194,18.778,0.5220
25.825,22.358,20.506,19.683,19.251,0.4669
23.026,21.802,20.250,19.341,18.977,0.4697
24.031,22.112,20.423,19.524,19.171,0.4658
24.641,23.155,21.283,20.239,20.290,0.6356
23.857,22.206,20.727,19.787,19.315,0.4931
22.854,21.519,19.723,18.835,18.521,0.4671
22.682,22.149,21.292,20.093,19.740,0.6631
23.961,22.018,20.354,19.312,18.919,0.5418
23.562,21.950,20.218,19.416,18.954,0.4658
21.269,22.233,21.266,20.254,19.846,0.7499
24.131,22.097,20.947,19.990,19.952,0.5118
23.210,22.116,20.464,19.609,19.358,0.6142
25.222,21.668,20.388,19.391,19.033,0.5202
24.847,21.548,19.670,18.617,18.229,0.5406
23.470,21.569,20.267,19.494,19.229,0.3656
24.783,21.812,20.330,19.441,19.088,0.4698
24.473,21.868,20.464,19.475,18.917,0.5650
22.546,19.994,18.409,17.523,17.108,0.5537
24.022,22.454,20.987,19.931,19.566,0.5397
23.742,22.299,20.663,19.695,19.224,0.4918
22.265,21.881,20.887,19.949,19.473,0.5211
24.471,21.298,19.467,18.391,17.839,0.5613
22.545,21.676,20.076,19.180,18.987,0.4879
24.703,21.586,20.009,19.125,18.663,0.4865
22.298,21.405,20.322,19.367,18.928,0.5423
22.824,22.337,20.428,19.333,18.934,0.5536
24.838,22.140,20.736,19.738,19.227,0.5250
22.219,22.076,20.930,19.809,19.152,0.6440
25.226,22.284,20.648,19.705,19.519,0.5579
24.656,22.487,20.950,19.849,19.402,0.5557
23.788,22.390,20.609,19.723,19.173,0.4981
22.008,21.387,19.530,18.468,17.880,0.5562
23.198,22.439,20.891,19.936,19.390,0.5697
25.641,22.198,20.451,19.561,19.187,0.5522
24.420,22.455,20.860,19.869,19.425,0.5564
22.120,22.386,21.026,19.730,19.209,0.6795
26.057,21.974,20.557,19.687,19.185,0.5427
25.509,21.850,20.205,19.098,18.712,0.5534
21.906,20.641,19.426,18.556,18.445,0.0009
22.486,22.441,21.184,20.351,20.237,0.4437
22.796,22.905,20.826,19.863,19.609,0.5192
22.651,22.027,20.461,19.559,19.332,0.5212
25.405,22.315,20.438,19.404,18.983,0.5222
22.378,21.922,20.575,19.816,19.458,0.5459
23.432,22.280,20.456,19.569,19.178,0.5212
23.197,22.343,20.884,19.760,19.294,0.5838
23.259,22.242,20.495,19.606,19.461,0.5406
23.322,22.243,20.802,19.557,19.018,0.6773
22.771,21.751,20.329,19.536,19.046,0.5851
24.506,23.140,21.095,20.077,19.811,0.5414
24.338,22.567,20.704,19.895,19.554,0.4614
23.193,22.353,20.518,19.722,19.284,0.4875
23.955,21.012,19.331,18.512,18.026,0.4581
24.472,22.698,21.194,20.151,19.547,0.5411
24.280,21.524,20.226,19.468,19.152,0.4589
22.879,22.026,20.534,19.568,19.125,0.5163
24.694,21.734,19.939,19.121,18.583,0.4611
24.926,22.237,20.706,19.607,19.106,0.5841
23.675,22.095,20.313,19.437,19.215,0.4554
22.276,21.693,20.195,19.281,18.787,0.5432
24.440,22.514,20.818,19.833,19.136,0.5605
23.055,23.151,20.998,19.767,19.286,0.6315
24.917,22.085,20.440,19.665,19.399,0.4570
21.670,21.127,19.244,18.440,18.057,0.4594
24.580,22.248,20.811,19.655,19.477,0.5568
22.125,22.172,20.451,19.220,18.677,0.5844
23.358,21.706,19.834,18.680,18.128,0.5805
23.008,21.835,20.226,19.428,19.019,0.5145
23.493,22.427,20.685,19.603,19.129,0.5863
23.653,22.151,20.607,19.759,19.352,0.4601
26.416,22.307,20.500,19.418,18.969,0.5853
21.923,21.350,19.834,19.028,18.438,0.4665
23.051,22.672,20.694,19.884,19.573,0.4688
22.695,21.539,19.758,18.924,18.370,0.4877
25.547,23.252,21.066,19.996,19.819,0.5723
26.007,21.396,19.703,18.889,18.441,0.4673
22.994,22.182,20.621,19.653,18.997,0.5607
26.051,22.231,20.607,19.591,19.048,0.5597
22.415,21.786,20.123,19.343,18.860,0.4860
23.777,21.562,19.977,19.100,18.645,0.4852
24.065,21.837,20.222,19.443,19.058,0.4556
23.452,22.681,20.931,20.000,19.623,0.5605
22.495,21.813,20.535,19.652,19.318,0.5408
24.101,21.519,20.031,19.196,18.844,0.4902
23.581,21.741,20.196,19.369,18.966,0.4399
24.644,22.035,20.232,19.424,19.027,0.5290
25.630,22.289,20.546,19.782,19.366,0.4693
25.276,22.528,20.420,19.485,18.924,0.5563
26.913,21.849,20.124,19.366,18.813,0.4526
22.115,22.076,20.763,19.866,19.478,0.6289
26.439,23.742,21.177,19.974,19.617,0.6252
24.284,22.159,20.236,19.381,18.898,0.4359
23.726,22.532,20.822,19.870,19.318,0.7485
23.623,21.526,20.088,19.337,18.870,0.4618
21.817,22.034,20.717,19.734,19.207,0.7484
22.611,22.272,20.656,19.890,19.423,0.4596
23.361,21.653,20.004,19.251,18.905,0.4507
22.064,21.976,20.297,19.236,18.708,0.5825
24.407,21.717,20.061,19.280,18.988,0.4394
23.326,22.066,20.695,19.865,19.444,0.6232
23.181,22.026,20.444,19.573,19.079,0.5401
25.150,21.050,19.361,18.606,18.154,0.4392
24.003,21.912,20.668,19.781,19.235,0.5839
22.192,21.934,20.625,19.783,19.249,0.4972
23.029,21.957,20.244,19.125,18.598,0.5444
22.548,22.528,20.832,19.748,19.272,0.5813
24.006,21.425,19.754,18.966,18.597,0.4415
23.427,22.133,20.513,19.646,19.660,0.4489
23.974,21.665,20.432,19.477,18.831,0.5941
23.609,22.084,20.383,19.525,19.126,0.4518
22.375,21.869,20.376,19.436,18.941,0.5524
24.733,22.450,20.210,19.133,18.806,0.5201
24.342,22.390,20.633,19.637,19.204,0.5915
23.385,22.634,20.804,19.780,19.519,0.5431
25.074,21.088,19.446,18.690,18.238,0.4480
22.792,22.095,20.932,20.080,19.860,0.5581
24.909,22.056,20.504,19.649,19.307,0.4839
24.008,22.681,20.838,19.935,19.370,0.5946
25.755,22.248,20.917,20.006,19.601,0.5368
22.129,22.614,20.801,19.770,19.232,0.5428
22.617,22.723,21.061,19.723,19.152,0.6852
23.643,22.427,20.706,19.675,19.233,0.4930
23.703,22.098,20.598,19.498,19.086,0.6893
23.084,21.190,19.659,18.906,18.493,0.4312
23.167,22.957,21.190,19.933,19.528,0.6451
25.562,22.258,20.496,19.482,19.026,0.5827
25.850,22.114,20.508,19.564,19.167,0.5133
25.597,22.066,20.317,19.443,18.955,0.4702
25.784,22.968,20.884,19.707,19.011,0.6589
23.103,21.348,19.659,18.652,18.305,0.5576
22.678,22.053,20.962,20.077,19.606,0.4487
24.028,21.963,20.463,19.554,19.166,0.5220
25.539,22.372,20.503,19.723,19.375,0.4441
22.101,22.615,21.136,20.335,20.205,0.5983
24.343,22.280,20.539,19.683,19.349,0.4404
23.401,22.027,20.492,19.654,19.455,0.5712
22.798,22.346,20.795,19.732,19.273,0.5368
23.316,22.364,21.232,20.265,19.896,0.5447
22.895,22.097,20.161,19.261,18.584,0.4118
22.811,21.965,20.459,19.522,19.142,0.5426
23.793,22.303,20.805,20.020,19.616,0.4699
25.958,22.112,20.619,19.651,19.067,0.5392
22.565,21.474,20.149,19.328,18.824,0.4958
22.550,22.133,20.274,19.265,18.957,0.5674
23.016,22.465,20.824,19.899,19.386,0.5274
22.499,22.340,20.617,19.711,19.310,0.5254
22.970,22.042,20.556,19.784,19.260,0.5219
24.911,21.460,19.932,19.160,18.703,0.4804
22.886,21.851,20.967,19.823,19.875,0.7728
26.081,22.037,20.522,19.624,19.231,0.5475
23.215,21.786,20.361,19.367,18.904,0.5426
21.385,20.984,19.834,18.976,18.554,0.5938
21.790,21.482,20.252,19.377,19.018,0.5155
23.820,21.875,20.473,19.622,19.277,0.4835
24.232,22.095,20.563,19.501,19.412,0.5221
25.520,22.796,20.880,19.798,19.445,0.5867
23.144,21.831,20.261,19.253,18.717,0.5461
26.010,22.157,20.343,19.455,19.046,0.5416
23.123,22.442,20.685,19.700,19.259,0.5747
23.849,22.050,20.244,19.427,18.876,0.4952
23.341,23.114,21.217,20.026,19.524,0.5852
24.961,22.492,20.476,19.578,19.140,0.5214
23.068,21.534,19.973,19.080,18.702,0.4831
25.303,22.055,20.396,19.609,19.474,0.4520
22.644,21.680,20.291,19.518,19.129,0.4318
24.441,22.107,20.832,19.502,19.109,0.6869
24.279,22.177,20.779,19.780,19.441,0.5289
24.973,22.433,20.515,19.436,19.051,0.5862
23.813,22.572,20.879,19.683,19.422,0.5871
23.452,21.680,20.253,19.316,18.813,0.7093
23.609,21.496,19.877,19.099,18.722,0.4349
22.651,21.273,19.437,18.526,18.122,0.5166
22.800,22.556,20.799,19.829,19.453,0.5177
22.432,20.867,19.080,18.255,17.843,0.4413
23.786,22.999,21.147,20.161,19.550,0.5665
22.244,21.550,19.810,18.820,18.440,0.5987
24.004,22.035,20.489,19.594,19.181,0.5761
23.154,22.541,20.724,19.619,19.152,0.5866
24.795,22.127,20.666,19.660,19.262,0.5937
23.983,21.364,20.294,19.401,19.072,0.5697
24.374,22.385,20.554,19.492,19.022,0.5812
25.327,22.005,20.494,19.766,19.405,0.4381
24.970,22.185,20.354,19.345,18.822,0.5625
25.513,21.744,20.291,19.554,19.218,0.4333
22.983,21.755,20.125,19.181,18.760,0.5352
25.457,22.843,20.832,19.877,19.403,0.6041
23.034,21.953,20.857,19.885,19.736,0.6229
22.870,21.891,20.475,19.664,19.415,0.4983
22.841,21.667,20.332,19.418,18.811,0.5459
23.172,21.692,20.055,19.307,18.935,0.4292
22.899,21.691,19.984,19.229,18.852,0.4296
23.056,22.537,20.931,19.940,19.505,0.5648
24.666,21.368,19.475,18.684,18.204,0.4396
22.470,21.151,19.621,18.511,18.108,0.5757
21.961,22.204,20.751,19.972,19.392,0.5677
23.808,21.953,20.753,19.854,19.412,0.4872
22.847,21.917,20.639,19.687,19.379,0.5534
21.675,20.741,19.481,18.698,18.350,0.5245
24.078,22.097,20.575,19.680,19.342,0.4390
23.183,22.112,20.598,19.633,19.242,0.5265
26.543,22.485,20.866,19.624,19.119,0.5843
23.883,21.981,20.294,19.325,18.841,0.5647
25.757,22.039,20.619,19.743,19.396,0.4932
22.660,21.397,19.679,18.872,18.492,0.4372
24.991,21.784,20.264,19.515,19.110,0.4329
23.134,21.466,19.934,19.154,18.739,0.4732
23.381,21.930,20.403,19.384,18.953,0.5871
24.055,22.012,20.340,19.428,19.093,0.4403
23.735,21.776,20.003,19.205,18.746,0.4359
24.345,22.710,20.792,19.944,19.367,0.4741
23.854,21.400,19.866,19.039,18.550,0.4728
22.513,22.077,20.847,19.877,19.337,0.5635
23.555,21.538,20.182,19.077,18.513,0.5921
23.367,22.116,20.548,19.763,19.380,0.4943
25.504,22.183,20.458,19.501,19.028,0.5390
23.901,22.207,20.531,19.708,19.140,0.4418
22.824,22.359,20.743,19.613,19.280,0.5813
23.933,22.788,20.921,19.936,19.554,0.5971
